PassiveSkillGraphId,Name,Datafile Parsing Index
23237,Aura Area of Effect,988
23334,Projectile Damage,989
23438,Life Flasks and Flask Duration,990
23439,Critical Strike Chance,991
23449,Poison Damage and Chance,992
23456,Mana and Life Regeneration,993
23471,Dexterity,994
23507,Attack and Cast Speed,995
23616,Physical and Chaos Damage,996
23659,Energy Shield,997
23760,Physical Damage and Overwhelm,998
23834,Warcry Buff Effect,999
23852,Axe Damage,1000
23881,Strength,1001
23886,Attack Speed and Poison Duration,1002
23912,Bow Attack Speed,1003
23951,Movement Speed per Frenzy Charge,1004
24083,Strength,1005
24155,Mace Critical Strike Chance,1006
24157,Totem Damage and Placement Speed,1007
24229,Staff Critical Strike Chance,1008
24377,Attack Speed,1009
24472,Skill Duration,1010
24496,Dexterity,1011
24544,Bleed Chance,1012
24641,Dual Wield Damage,1013
24643,Attack Speed,1014
24677,Mace Elemental Damage and Accuracy,1015
24772,Mace Damage and Area of Effect,1016
24824,Minion Attack and Cast Speed,1017
24865,Strength,1018
24872,Golem Life and Buff Effect,1019
24914,Strength,1020
24974,Flask Duration,1021
25067,Evasion and Life,1022
25168,Physical Damage as Extra Fire Damage,1023
25209,Dual Wield Critical Strike Multiplier and Accuracy,1024
25222,Minion Attack and Cast Speed,1025
25237,Mana Regeneration and Mana Cost Efficiency,1026
25260,Life,1027
25324,Attack Damage with Shield,1028
25332,Minion Damage and Attack and Cast Speed,1029
25355,Stance Reservation Efficiency,1030
25431,Curse Mana Cost Efficiency,1031
25511,Weapon Elemental Damage,1032
25531,Strength,1033
25682,Axe Damage,1034
25714,Mana and Increased Mana Cost,1035
25732,Totem Attack and Cast Speed,1036
25757,Spell Critical Strike Chance,1037
25766,Poison Damage Multiplier,1038
25770,Trap Cooldown Recovery,1039
25775,Claw Damage and Attack Speed,1040
25781,Maximum Fortification,1041
25789,Energy Shield Leech,1042
25796,Bleed Chance,1043
25831,Reservation Efficiency,1044
25933,Life,1045
25959,Hex Area of Effect,1046
26002,Mark Cast Speed,1047
26070,Cost Efficiency,1048
26188,Axe Damage and Critical Strike Chance,1049
26270,Intelligence,1050
26365,Attack Ignite Chance,1051
26456,Mace Damage and Attack Speed,1052
26471,Shock Avoidance,1053
26481,Minion Damage and Life,1054
26523,Strength,1055
26528,Life and Elemental Ailment Avoidance,1056
26585,Staff Spell Block,1057
26712,Armour,1058
26740,Life Regeneration,1059
26820,Life Gain on Hit,1060
27134,Mace Damage,1061
27140,Two Handed Melee Damage and Leech,1062
27166,Fire Resistance,1063
27195,Cold Resistance,1064
27276,Physical and Chaos Damage,1065
27283,Dexterity,1066
27323,Shield Spell Block,1067
27325,Flask Charges against Marked Enemy,1068
27415,Intelligence,1069
27444,Totem Critical Strike Chance and Multiplier,1070
27564,Intelligence,1071
27575,Power Charge Duration,1072
27592,Intelligence,1073
27605,Fortification Gain,1074
27656,Intelligence,1075
27659,Dexterity,1076
27697,Stun Threshold Reduction,1077
27709,Ignite Chance,1078
27718,Attack Speed,1079
27879,Wand Critical Strike Chance and Multiplier,1080
27962,Trap Throwing Speed and Trigger Area,1081
28012,Dexterity,1082
28076,Mana and Mana Regeneration,1083
28221,Attack Speed,1084
28265,Mana and Mana Regeneration,1085
28311,Life Leech Speed and Attack Speed,1086
28330,Strength,1087
28424,Mana and Mana on Kill,1088
28498,Bleed Chance,1089
28574,Dexterity,1090
28658,Projectile Attack Critical Strike Chance,1091
28728,Two Handed Melee Damage and Ignore Physical Damage Reduction,1092
28753,Trap Damage,1093
28758,Dagger Critical Strike Multiplier,1094
28859,Reservation Efficiency,1095
28887,Faster Ignite,1096
29005,Armour and Energy Shield,1097
29033,Brand Critical Strike Chance,1098
29034,Two Handed Melee Damage and Stun Duration,1099
29061,Elemental Damage,1100
29089,Bow Damage and Evasion,1101
29104,Mana and Flask Charges Gained,1102
29106,Minion Damage and Attack and Cast Speed,1103
29171,Minion Life,1104
29185,Two Handed Melee Critical Strike Chance and Accuracy,1105
29199,Intelligence,1106
29292,Attack Speed,1107
29353,Strength,1108
29359,Attack Damage and Leech,1109
29379,Accuracy and Elemental Resistances,1110
29454,Spell Suppression,1111
29472,Stun Recovery,1112
29543,Axe Damage and Attack Speed,1113
29547,Life Leech,1114
29549,Mine Damage,1115
29552,Wand Damage,1116
29629,Chaos Damage,1117
29781,Mana,1118
29797,Melee Damage,1119
29856,Sword Critical Strike Chance and Multiplier,1120
29870,Attack Speed,1121
29933,Life,1122
29937,Dexterity,1123
30030,Axe Damage and Attack Speed,1124
30038,Banner Duration,1125
30110,Chaos Damage Over Time Multiplier,1126
30148,Accuracy,1127
30155,Projectile Damage,1128
30170,Slower Rage Decay and Armour,1129
30205,Physical Damage,1130
30251,Axe Damage,1131
30319,Trap Critical Strike Chance and Multiplier,1132
30335,Melee Damage,1133
30338,Damage Over Time,1134
30370,Spell Damage Over Time,1135
30380,Life and Elemental Resistances,1136
30427,Chill Effect,1137
30455,Projectile Attack Critical Strike Chance and Multiplier,1138
30547,Mace Damage and Area of Effect,1139
30626,Dual Wield Critical Strike Chance,1140
30658,Minion Life and Elemental Resistances,1141
30679,Dexterity,1142
30691,Intelligence,1143
30714,Slower Rage Decay,1144
30733,Strength,1145
30745,Claw Critical Strike Chance and Multiplier,1146
30767,Curse Effect,1147
30825,Totem Life and Elemental Resistances,1148
30826,Slower Mana Burn,1149
30842,Two Handed Melee Accuracy,1150
30894,Weapon Elemental Damage,1151
30926,Wand Elemental Damage and Penetration,1152
30969,Weapon Elemental Damage and Ailment Effect,1153
31080,Dexterity,1154
31103,Minion Life and Physical Damage Reduction,1155
31137,Charge on Kill,1156
31153,Physical and Fire Damage,1157
31222,Pierce,1158
31315,Evasion and Life,1159
31371,Mine Area of Effect,1160
31438,Tincture Mana on Kill,1161
31462,Burning Damage Multiplier,1162
31471,Life,1163
31501,Trap Throwing Speed and Trigger Area,1164
31520,Totem Attack and Cast Speed,1165
31583,Elemental Damage,1166
31604,Faster Bleeding,1167
31619,Dual Wield Spell Damage and Spell Block,1168
31628,Melee Damage and Life,1169
31758,Mana and Life Regeneration,1170
31819,Mana and Mana Cost Efficiency,1171
31875,Strength,1172
31928,Armour,1173
31931,Strength,1174
31973,Curse Effect,1175
32024,Minion Life,1176
32053,Melee Damage and Strike Range,1177
32075,Curse Cast Speed,1178
32091,Evasion and Spell Suppression,1179
32117,Life and Stun Avoidance,1180
32210,Intelligence,1181
32314,Curse Mana Reservation Efficiency,1182
32376,Retaliation Skill Damage,1183
32431,Lightning Damage,1184
32432,Trap Critical Strike Chance and Multiplier,1185
32477,Weapon Elemental Damage and Ailment Effect,1186
32480,Melee Damage,1187
32482,Life Regeneration,1188
32514,Bow Critical Strike Chance and Multiplier,1189
32519,Axe Damage and Critical Strike Chance,1190
32555,Dexterity,1191
32690,Area of Effect per Endurance Charge,1192
32710,Intelligence,1193
32739,Accuracy,1194
32802,Poison Damage Multiplier,1195
32942,Wand Physical Damage and Attack Speed,1196
33089,Dual Wield Damage and Attack Speed,1197
33098,Ignite and Bleed Duration,1198
33196,Cold Damage,1199
33296,Spell Damage,1200
33310,Intelligence,1201
33374,Chance for Extra Fork Projectile,1202
33479,Intelligence,1203
33508,Fire Resistance,1204
33558,Evasion and Movement Speed,1205
33566,Banner Valour Gained,1206
33623,Warcry Buff Effect,1207
33740,Strength,1208
33755,Life,1209
33779,Totem Critical Strike Chance,1210
33783,Intelligence,1211
33864,Energy Shield,1212
33911,Mine Duration,1213
33923,Elemental Damage,1214
33943,Life Regeneration,1215
33988,Melee Damage,1216
34031,Strength,1217
34130,Melee Attack Speed,1218
34144,Minion Damage,1219
34157,Cast Speed,1220
34171,Strength,1221
34191,Impale Effect,1222
34207,Physical Damage,1223
34225,Curse Effect,1224
34306,Minion Spell Block,1225
34327,Staff Accuracy,1226
34359,Life Regeneration,1227
34400,Strength,1228
34423,Damage Over Time Multiplier,1229
34478,Energy Shield Recharge Rate,1230
34510,Bow Damage Over Time,1231
34513,Aura Effect,1232
34560,Dual Wield Spell Damage and Movement Speed,1233
34579,Critical Strike Chance,1234
34590,Rage on Hit,1235
34625,Bow Accuracy,1236
34660,Mark Effect,1237
34678,Life and Elemental Ailment Avoidance,1238
34750,Weapon Fire Damage,1239
34763,Chaos Damage Over Time Multiplier,1240
34880,Minion Life,1241
34906,Mana,1242
34907,Mana,1243
34917,Maximum Cold Resistance,1244
34959,Two Handed Melee Damage and Life Leech Speed,1245
35035,Brand Recall Cooldown Recovery,1246
35053,Sword Critical Strike Chance,1247
35086,Attack Cost Efficiency,1248
35179,Movement Speed,1249
35190,Curse Mana Reservation Efficiency,1250
35192,Melee Damage,1251
35237,Banner Maximum Valour,1252
35260,Minion Damage,1253
35283,Critical Strike Chance,1254
35288,Armour,1255
35334,Mine Critical Strike Chance and Multiplier,1256
35362,Two Handed Melee Damage and Area of Effect,1257
35384,Claw Damage and Attack Speed,1258
35406,Banner Maximum Valour and Duration,1259
35503,Lightning Resistance,1260
35507,Life Leech Speed,1261
35556,Strength,1262
35568,"Armour, Evasion and Life",1263
35706,Energy Shield,1264
35724,Damage and Mana,1265
35730,Curse Duration,1266
35737,Charge on Kill,1267
35756,Warcry Buff Effect,1268
35791,Minion Critical Strike Multiplier,1269
35851,Accuracy and Critical Strike Chance,1270
35910,Totem Life and Elemental Resistances,1271
35992,Mace Damage and Reduced Enemy Stun Threshold,1272
36047,Life and Armour,1273
36107,Reservation Efficiency of Heralds,1274
36121,Lightning Damage,1275
36200,Warcry Speed and Exerted Attack Damage,1276
36221,Life,1277
36222,Projectile Damage,1278
36225,Claw Critical Strike Chance and Multiplier,1279
36226,Cold Damage and Freeze Chance,1280
36287,Dexterity,1281
36371,Corpse Life,1282
36412,Cold Damage,1283
36452,Spell Critical Strike Multiplier,1284
36542,Intelligence,1285
36543,Strength,1286
36585,Cold Damage,1287
36678,Intelligence,1288
36704,Life and Mana Leech,1289
36761,Attack Damage and Attack Speed with Shield,1290
36764,Bleed and Critical Strike Chance,1291
36774,Spell Damage,1292
36801,Claw Ailment Damage and Poison Duration,1293
36849,Attack Speed and Poison Duration,1294
36858,Intelligence,1295
36877,Trap Damage,1296
36881,Cold Resistance,1297
36945,Attack Ignite Chance,1298
36972,Two Handed Attack Speed,1299
37163,Fire Damage and Cast Speed,1300
37175,Damage if Consumed a Corpse,1301
37501,Melee Critical Strike Chance,1302
37569,Intelligence,1303
37575,Accuracy,1304
37584,Endurance Charge Duration,1305
37619,Evasion and Elemental Resistances,1306
37639,Staff Damage and Stun Duration,1307
37663,Chaos Damage Over Time Multiplier,1308
37671,Intelligence,1309
37690,Mana,1310
37785,Poison Damage Multiplier,1311
37800,Life Leech,1312
37884,Elemental Resistances,1313
37887,Attack Damage and Leech,1314
37895,Stun Threshold,1315
37999,Intelligence,1316
38023,Mace Damage and Reduced Enemy Stun Threshold,1317
38048,Life Regeneration,1318
38119,Block and Armour,1319
38129,Damage and Energy Shield,1320
38148,Cold Damage,1321
38149,Bow Damage,1322
38176,Intelligence,1323
38190,Life and Energy Shield,1324
38344,Attack Speed,1325
38348,Dexterity,1326
38450,Area of Effect,1327
38462,Retaliation Skill Speed,1328
38508,Endurance Charge Duration,1329
38520,Claw Critical Strike Multiplier,1330
38538,Physical Damage and Overwhelm,1331
38539,Physical Damage and Attack and Cast Speed,1332
38662,Dexterity,1333
38664,Melee Critical Strike Chance,1334
38701,Energy Shield and Mana,1335
38772,Melee Damage and Strike Range,1336
38777,Melee Damage,1337
38789,Ignite Chance and Duration,1338
38805,Area of Effect,1339
38836,Armour and Energy Shield,1340
38864,Dagger Damage and Attack Speed,1341
38900,Area of Effect,1342
38906,Armour and Energy Shield,1343
38947,Chain Distance,1344
38989,Minion Damage,1345
38995,Life and Mana on Hit,1346
39023,Melee Critical Strike Chance,1347
39211,Physical Attack Damage,1348
39437,Slower Rage Decay,1349
39443,Dagger Critical Strike Chance and Leech,1350
39521,Wand Damage,1351
39524,Critical Ailment Damage Over Time Multiplier,1352
39631,Armour and Energy Shield,1353
39648,Mana Regeneration and Life,1354
39665,Bow Attack Speed,1355
39678,Armour,1356
39718,Dexterity,1357
39725,Attack Speed and Accuracy,1358
39768,Accuracy,1359
39773,Projectile Damage,1360
39786,One Handed Melee Damage,1361
39814,Trap Cooldown Recovery,1362
39821,Evasion and Life,1363
39841,Intelligence,1364
39861,Dexterity,1365
39916,Strength,1366
39938,Bow Damage,1367
40075,Staff Spell Damage,1368
40100,Critical Strike Chance,1369
40126,Curse Effect,1370
40132,Evasion,1371
40135,Sword Damage,1372
40189,Maximum Rage,1373
40229,Warcry Cooldown Recovery and Area of Effect,1374
40287,Critical Strikes against Blinded Enemies,1375
40291,Fire Damage and Area of Effect,1376
40362,Life,1377
40366,Intelligence,1378
40409,Mine Detonation Speed,1379
40483,Chill Effect,1380
40508,Armour and Energy Shield,1381
40535,Melee Damage,1382
40609,Cold Damage,1383
40637,Minion Damage and Life,1384
40644,Elemental Damage,1385
40653,Strength,1386
40705,Cold Damage Over Time Multiplier,1387
40751,Mine Area of Effect,1388
40766,Endurance Charge Duration,1389
40776,Brand Damage,1390
40818,Bleed Chance,1391
40840,Wand Damage,1392
40841,Impale Chance and Physical Attack Damage,1393
40867,Strength,1394
40927,Area of Effect,1395
41026,Mana and Guard Skill Cooldown Recovery,1396
41047,Bow Area of Effect,1397
41068,Bleed Duration,1398
41190,Minion Damage and Life,1399
41250,Projectile Damage,1400
41251,Ailment Effect,1401
41380,Bow Attack Speed and Accuracy,1402
41536,Projectile Damage,1403
41599,Staff Damage and Block,1404
41635,Intelligence,1405
41689,Physical and Chaos Damage,1406
41819,Life Leech Speed,1407
41866,Dexterity,1408
41967,Mana,1409
42006,Mine Damage and Reservation Efficiency,1410
42086,Attack Cost Efficiency,1411
42104,Accuracy and Attack Speed,1412
42106,Retaliation Skill Damage and Stun Threshold,1413
42133,Life Flask Charge Gain,1414
42161,Attack Ignite Chance and Attack Speed,1415
42485,Staff Spell Damage and Block,1416
42495,Retaliation Skill Cooldown Recovery,1417
42623,One Handed Damage,1418
42632,Totem Critical Strike Chance and Multiplier,1419
42637,Axe Damage and Attack Speed,1420
42668,Minion Attack and Cast Speed,1421
42731,Energy Shield,1422
42744,Mine Critical Strike Chance and Multiplier,1423
42760,Intelligence,1424
42800,Strength,1425
42837,Mana and Life Regeneration,1426
42907,Chaos Damage Over Time Multiplier,1427
42911,Strength,1428
42964,Bow Damage,1429
42981,Mana Flasks,1430
43000,Mana and Spell Damage,1431
43010,Curse Mana Reservation Efficiency,1432
43057,Ignite Resistance,1433
43061,Shield Spell Block,1434
43133,Chaos Resistance and Minion Damage,1435
43162,Projectile Damage,1436
43303,Two Handed Melee Damage,1437
43316,Physical Damage and Ignore Physical Damage Reduction,1438
43328,Energy Shield Leech,1439
43374,Strength,1440
43412,Two Handed Melee Damage,1441
43413,Shield Block and Block Recovery,1442
43457,Evasion and Blind Effect,1443
43491,Flask Charges Used,1444
43514,Sword Accuracy and Critical Strike Chance,1445
43608,Dexterity,1446
43684,Faster Ailments,1447
43716,Minion Damage,1448
43787,Accuracy and Elemental Resistances,1449
43822,Mace Damage and Stun Duration,1450
43833,Warcry Cooldown Recovery,1451
44134,Dagger Critical Strike Chance and Multiplier,1452
44183,Lightning Damage and Cast Speed,1453
44184,Intelligence,1454
44202,Strength,1455
44268,Retaliation Skill Area Of Effect,1456
44306,Projectile Damage and Speed,1457
44339,Weapon Lightning Damage,1458
44360,Minion Attack and Cast Speed,1459
44362,Chaos Damage and Withered Expiry Rate,1460
44429,Life and Elemental Resistances,1461
44465,Stun Recovery,1462
44529,"Attack and Cast Speed, Accuracy",1463
44606,Intelligence,1464
44624,Bleed Chance,1465
44683,SIX,1466
44723,Spell Critical Strike Chance,1467
44799,Elemental Damage,1468
44908,Strength,1469
44916,Life Regeneration,1470
44922,Shield Damage and Defences,1471
44924,Intelligence,1472
44967,Strength,1473
44983,Fire Damage,1474
45033,Evasion and Phasing,1475
45035,Projectile Damage and Accuracy,1476
45163,Retaliation Skill Damage,1477
45202,Attack Speed,1478
45227,Attack Speed,1479
45246,Slower Mana Burn,1480
45272,Physical and Chaos Damage and Life,1481
45341,Maximum Cold Resistance,1482
45360,Poison Chance and Damage,1483
45366,Totem Critical Strike Multiplier,1484
45436,"Weapon Elemental Damage, Status Ailment Chance",1485
45456,Spell Damage,1486
45486,Staff Critical Strike Chance and Multiplier,1487
45491,Attack Damage,1488
45503,Banner Aura Effect,1489
45565,Bleed Duration,1490
45593,Evasion and Life,1491
45646,Melee Damage,1492
45680,Mana,1493
45788,Claw Attack Speed,1494
45810,Poison Damage and Cast Speed,1495
45827,Trap Damage,1496
45838,Dexterity,1497
45887,Block,1498
46092,Intelligence,1499
46106,Bow Accuracy,1500
46111,Curse Effect,1501
46127,Mace Damage and Stun Duration,1502
46136,Evasion and Energy Shield,1503
46277,Dexterity,1504
46289,Damage Over Time,1505
46291,Totem Attack Speed,1506
46340,Intelligence,1507
46344,Bow Damage and Evasion,1508
46469,Lightning Damage and Shock Chance,1509
46578,Strength,1510
46585,Banner Area of Effect,1511
46636,Armour and Energy Shield,1512
46672,Staff Elemental Damage and Penetration,1513
46694,Evasion and Blind Effect,1514
46726,Mana and Mana Cost Efficiency,1515
46730,Attack Damage with Shield,1516
46756,Stun Duration,1517
46896,Damage Over Time Multiplier and Life Regeneration,1518
46897,Armour and Energy Shield,1519
46910,Strength,1520
47030,Projectile Damage,1521
47062,Spell Damage and Intelligence,1522
47085,Spell Damage Over Time Multiplier and Duration,1523
47175,MARAUDER,1524
47251,Intelligence,1525
47312,Elemental Damage and Resistances,1526
47321,Claw Critical Strike Chance and Accuracy,1527
47362,Life and Energy Shield on Kill,1528
47389,Physical Attack Damage and Life,1529
47421,Physical Damage Over Time Multiplier,1530
47422,Dagger Critical Strike Chance and Multiplier,1531
47426,Warcry Duration,1532
47427,Staff Damage and Stun Duration,1533
47504,Cast Speed and Spell Mana Cost Efficiency,1534
47507,Spell Critical Strike Multiplier,1535
47785,Banner Valour Gained,1536
47854,Impale Chance and Attack Speed,1537
47902,Retaliation Skill Damage,1538
47949,Chaos Damage,1539
48093,Dual Wield Cast Speed and Movement Skill Cooldown Recovery,1540
48099,Life and Stun Avoidance,1541
48109,Life Regeneration per Endurance Charge,1542
48118,Damage Over Time Multiplier,1543
48199,Rage on Hit,1544
48275,Avoid Interruption while Casting,1545
48282,Staff Critical Strike Chance,1546
48284,Block and Block Recovery,1547
48287,Life,1548
48362,Mana and Life,1549
48423,Mana,1550
48477,Attack and Cast Speed,1551
48513,Physical Attack Damage,1552
48514,Mana and Mana Regeneration,1553
48713,Minion Critical Strike Chance,1554
48778,Intelligence,1555
48813,Shield Damage and Block,1556
48822,Life Regeneration,1557
48828,Physical Damage and Strength,1558
48878,Wand Attack Speed and Accuracy,1559
48929,Maximum Fire Resistance,1560
48971,Chaos Damage,1561
49047,Minion Life and Chaos Resistance,1562
49109,Armour and Evasion,1563
49147,Armour and Guard Skill Cooldown Recovery,1564
49167,Warcry Duration,1565
49178,Strength,1566
49308,Mana,1567
49343,Block Chance and Attack Damage with Shield,1568
49407,Retaliation Skill Cooldown Recovery,1569
49408,Evasion and Energy Shield,1570
49412,Strength,1571
49415,Sword Damage and Attack Speed,1572
49481,Mana on Hit,1573
49515,Spell Suppression and Energy Shield Recharge Rate,1574
49534,Staff Spell Damage and Spell Block,1575
49547,Dual Wield Damage and Block,1576
49568,Claw Critical Strike Chance and Multiplier,1577
49571,Axe Damage and Attack Speed,1578
49588,Lightning Damage and Shock Chance,1579
49605,Intelligence,1580
49635,Banner Valour Gained,1581
49651,Intelligence,1582
49652,Ignite and Bleed Duration,1583
49698,Staff Block,1584
49779,Wand Damage,1585
49806,Dexterity,1586
49807,Accuracy,1587
49900,Dexterity,1588
49929,Spell Critical Strike Multiplier,1589
49971,Frenzy Charge Duration,1590
49978,Dexterity,1591
50038,Life Leech,1592
50041,Physical Bow Damage,1593
50082,Spell Damage Over Time Multiplier,1594
50150,"Weapon Elemental Damage, Status Ailment Chance",1595
50225,Mace Critical Strike Multiplier,1596
50264,Life Regeneration,1597
50306,"Armour, Evasion and Life",1598
50340,Elemental Resistances,1599
50360,Mana and Mana Regeneration,1600
50382,Dual Wield Cast Speed,1601
50422,Strength,1602
50459,RANGER,1603
50472,Wand Damage,1604
50515,Fortify on Melee Stun,1605
50562,Burning Damage Multiplier with Attacks,1606
50570,Strength,1607
50734,Slower Mana Burn,1608
50826,Mana and Spell Block,1609
50862,Strength,1610
50904,Life and Armour,1611
50969,Melee Area of Effect,1612
50986,DUELIST,1613
51146,Wand Attack Speed and Accuracy,1614
51191,Curse Duration,1615
51213,Reservation Efficiency of Heralds,1616
51219,Energy Shield Leech,1617
51220,Physical and Chaos Damage,1618
51235,Stun Avoidance,1619
51291,Area of Effect,1620
51382,Curse Duration,1621
51404,Weapon Cold Damage,1622
51420,Mana Leech,1623
51517,Minion Life and Chaos Resistance,1624
51524,Wand Attack Speed and Accuracy,1625
51786,Dexterity,1626
51801,Spell Area of Effect,1627
51804,Spell Damage Over Time,1628
51856,Physical Attack Damage,1629
51923,Intelligence,1630
51953,Forking Angle,1631
51954,Brand Critical Strike Chance,1632
51976,Dual Wield Attack Speed and Block,1633
52095,Chaos Resistance,1634
52099,Reduced Skill Duration,1635
52213,Sword Damage and Block,1636
52288,Projectile Damage and Speed,1637
52407,Lightning Critical Strike Multiplier,1638
52412,Minion Life and Damage,1639
52423,Blind Chance,1640
52502,Elemental Damage,1641
52522,Mine Critical Strike Chance,1642
52632,Accuracy,1643
52655,Brand Duration,1644
52848,Wand Critical Strike Chance and Multiplier,1645
52904,Dexterity,1646
53002,"Armour, Evasion and Onslaught Effect",1647
53005,Freeze Chance,1648
53018,Brand Damage and Duration,1649
53072,Burning Damage Multiplier with Attacks,1650
53213,Dexterity,1651
53279,Intelligence,1652
53290,Chill Effect,1653
53292,Impale Effect,1654
53324,Evasion and Phasing,1655
53332,Slower Rage Decay,1656
53456,Intelligence,1657
53558,Shield Defences,1658
53574,Mark Cast Speed and Mana Cost Efficiency,1659
53630,Attack Ignite Chance,1660
53667,Impale Effect,1661
53677,Minion Damage,1662
53732,Cold Damage Over Time Multiplier,1663
53793,Strength,1664
53809,Flask Duration,1665
53882,Flask and Tincture Effect,1666
53945,Staff Accuracy,1667
53957,Staff Critical Strike Chance and Multiplier,1668
53987,Warcry Duration and Buff Effect,1669
54043,Wand Elemental Damage and Penetration,1670
54144,Dual Wield Attack and Cast Speed and Block,1671
54267,Chaos Resistance and Minion Damage,1672
54338,Physical Damage,1673
54354,Sword Damage,1674
54396,Burning Damage Multiplier,1675
54447,WITCH,1676
54452,Increased Energy Shield Leeched,1677
54574,Trap Trigger Area,1678
54645,Lightning Critical Strike Multiplier,1679
54657,Cast Speed,1680
54667,Staff Block,1681
54862,Retaliation Skill Usable Duration,1682
54868,Bow Damage,1683
54872,Mana Leech Speed,1684
54880,Banner Area of Effect,1685
54954,Curse and Chaos Resistance,1686
54974,Trap Trigger Area,1687
55021,Stance Skill Cooldown Recovery,1688
55085,Armour and Evasion,1689
55166,Sword Damage and Attack Speed,1690
55247,Life and Energy Shield,1691
55307,Ignite Avoidance,1692
55332,Intelligence,1693
55373,Life and Strength,1694
55392,Armour and Evasion,1695
55414,Dagger Damage,1696
55420,Rage on Hit,1697
55558,Life on Kill against Cursed Enemies,1698
55563,Minion Life Regeneration,1699
55571,Aura Effect,1700
55643,Energy Shield,1701
55647,Lightning Damage,1702
55648,Totem Attack Speed,1703
55649,Strength,1704
55676,Life and Armour,1705
55743,Spell Block,1706
55750,Bow Critical Strike Chance and Multiplier,1707
55804,Life Recoup,1708
55854,Physical Damage,1709
55866,Elemental Damage and Resistances,1710
55880,Damage against Marked Enemy,1711
55906,Life Regeneration,1712
55913,Melee Damage,1713
55926,Staff Block,1714
55993,Elemental Damage,1715
56001,Strength,1716
56066,Wand Elemental Damage,1717
56090,Evasion and Energy Shield,1718
56149,Accuracy and Attack Damage,1719
56153,Spell Damage,1720
56158,Spell Damage per Power Charge,1721
56174,Dagger Damage and Attack Speed,1722
56186,Cold Damage Over Time Multiplier,1723
56231,Dual Wield Damage and Block,1724
56295,Intelligence,1725
56355,Melee Critical Strike Chance,1726
56370,Fortify on Melee Stun,1727
56381,Two Handed Melee Damage and Attack Speed,1728
56460,Melee Critical Strike Multiplier,1729
56509,Sword Damage and Block,1730
56589,Dexterity,1731
56646,Weapon Elemental Damage,1732
56659,Impale Effect,1733
56671,Chaos Damage and Withered Expiry Rate,1734
56803,Attack Speed,1735
56807,Block,1736
56814,Evasion,1737
56855,Bow Attack Speed and Phasing,1738
56920,Retaliation Skill Cooldown Recovery,1739
56922,Reservation Efficiency,1740
56982,Stun Threshold Reduction,1741
57011,Stun Duration per Endurance Charge,1742
57030,Poison Chance and Damage,1743
57044,Bleed Avoidance,1744
57061,Mana,1745
57080,Accuracy and Attack Speed,1746
57167,Mana and Arcane Surge Effect,1747
57226,Energy Shield and Mana,1748
57240,Mana and Flask Effect,1749
57248,Attack and Cast Speed,1750
57259,Mana Flask Charge Gain,1751
57264,Spell Damage and Mana,1752
57266,Mace Damage and Reduced Enemy Stun Threshold,1753
57283,Life Regeneration,1754
57362,Lightning Damage,1755
57404,Link Effect,1756
57449,Evasion per Frenzy Charge,1757
57457,Dual Wield Attack and Cast Speed,1758
57565,Link Mana Cost Efficiency,1759
57615,Mine Throwing Speed,1760
57651,Aggravate Bleeding On Critical Strike Chance,1761
57736,Aura Effect,1762
57746,Chaos Resistance and Avoidance,1763
57819,Bow Attack Speed and Accuracy,1764
57923,Stun Duration,1765
57953,Axe Damage and Attack Speed,1766
57992,Warcry Buff Effect,1767
58069,One Handed Damage,1768
58210,Shield Spell Damage,1769
58214,Dual Wield Attack Speed and Block,1770
58244,Intelligence,1771
58271,Life and Elemental Ailment Avoidance,1772
58288,Totem Damage and Placement Speed,1773
58336,Banner Valour Gained,1774
58402,Intelligence,1775
58453,Elemental Damage,1776
58474,Physical Damage as Extra Cold Damage,1777
58541,Mace Damage and Attack Speed,1778
58545,Mana and Aura Area of Effect,1779
58603,Freeze Chance,1780
58604,Lightning Damage,1781
58649,Evasion and Energy Shield,1782
58763,Cold and Lightning Damage,1783
58803,Two Handed Melee Critical Strike Chance and Accuracy,1784
58833,Seven,1785
58854,Evasion,1786
58869,Curse Cast Speed,1787
58968,Chaos Damage Over Time Multiplier,1788
59005,Elemental Damage,1789
59009,Mana,1790
59016,Dual Wield Block and Attack Speed,1791
59070,Brand Range and Brand Recall Cooldown Recovery,1792
59220,Critical Strike Chance,1793
59252,Dexterity,1794
59306,Physical Damage,1795
59370,Dexterity,1796
59482,Life Regeneration,1797
59494,Accuracy and Critical Strike Chance,1798
59606,Dexterity,1799
59650,Energy Shield and Mana Regeneration,1800
59699,Energy Shield Leech,1801
59718,"Armour, Evasion and Life",1802
59728,Area of Effect Damage,1803
59833,Impale Chance,1804
59861,Life Regeneration,1805
59928,Strength,1806
60090,Energy Shield,1807
60145,Link Effect,1808
60153,Physical Attack Damage,1809
60169,Two Handed Melee Damage,1810
60204,Evasion and Spell Suppression,1811
60259,Evasion and Energy Shield,1812
60388,Mana,1813
60398,Intelligence,1814
60405,Spell Critical Strike Chance,1815
60440,Intelligence,1816
60472,Strength,1817
60529,Impale Chance,1818
60532,Movement Speed,1819
60554,Minion Damage,1820
60592,Accuracy and Critical Strike Chance,1821
60648,Mana Flasks,1822
60740,Staff Damage and Stun Duration,1823
60803,Evasion,1824
60887,Bleed Chance,1825
60942,Dexterity,1826
60949,Trap and Mine Damage,1827
60963,Banner Valour Gained,1828
60989,Herald Buff Effect,1829
61007,Accuracy,1830
